ticker,Date,Stock Splits,Split Ratio
EFOI,2014-07-18 04:00:00+00:00,0.1,1:10
GERN,2014-07-22 04:00:00+00:00,1.058,1.058:1
RCAT,2014-07-23 04:00:00+00:00,0.0066666666666666,1:150
FWONA,2014-07-24 04:00:00+00:00,2.865,2.865:1
WBD,2014-08-07 04:00:00+00:00,1.957,1.957:1
IDN,2014-08-13 04:00:00+00:00,0.125,1:8
ATRO,2014-09-03 04:00:00+00:00,1.202,1.202:1
GDEN,2014-09-10 04:00:00+00:00,0.5,1:2
ALRS,2014-09-15 04:00:00+00:00,3.0,3:1
AROW,2014-09-17 04:00:00+00:00,1.02,1.02:1
UBFO,2014-10-08 04:00:00+00:00,1.01,1.01:1
QVCGA,2014-10-15 04:00:00+00:00,1.182,1.182:1
LGO,2014-10-17 04:00:00+00:00,0.1,1:10
PBHC,2014-10-17 04:00:00+00:00,1.647,1.647:1
NEWT,2014-10-23 04:00:00+00:00,0.2,1:5
ABEO,2014-10-24 04:00:00+00:00,0.02,1:50
CALM,2014-11-03 05:00:00+00:00,2.0,2:1
KMB,2014-11-03 05:00:00+00:00,1.043,1.043:1
FER,2014-11-04 05:00:00+00:00,1.024,1.024:1
FWONA,2014-11-05 05:00:00+00:00,1.321,1.321:1
DVAX,2014-11-10 05:00:00+00:00,0.1,1:10
CBSH,2014-11-25 05:00:00+00:00,1.05,1.05:1
BCTX,2014-12-03 05:00:00+00:00,0.307,1:3.257328990228013
CTSO,2014-12-05 05:00:00+00:00,0.04,1:25
CRESY,2014-12-10 05:00:00+00:00,1.011,1.011:1
LBRDA,2014-12-11 05:00:00+00:00,1.045,1.045:1
LBRDK,2014-12-11 05:00:00+00:00,1.046,1.046:1
MARA,2014-12-23 05:00:00+00:00,2.0,2:1
GNTX,2015-01-02 05:00:00+00:00,2.0,2:1
SNFCA,2015-01-14 05:00:00+00:00,1.05,1.05:1
RBBN,2015-01-30 05:00:00+00:00,0.2,1:5
SGC,2015-02-05 05:00:00+00:00,2.0,2:1
DWSN,2015-02-12 05:00:00+00:00,0.3333333333333333,1:3
PNBK,2015-03-04 05:00:00+00:00,0.1,1:10
FLNT,2015-03-20 04:00:00+00:00,0.2,1:5
VBIX,2015-03-20 04:00:00+00:00,0.25,1:4
AMSC,2015-03-25 04:00:00+00:00,0.1,1:10
SSP,2015-04-01 04:00:00+00:00,1.127,1.127:1
SBUX,2015-04-09 04:00:00+00:00,2.0,2:1
AEMD,2015-04-14 04:00:00+00:00,0.02,1:50
GIII,2015-05-04 04:00:00+00:00,2.0,2:1
BLIN,2015-05-08 04:00:00+00:00,0.2,1:5
GRVY,2015-05-11 04:00:00+00:00,0.125,1:8
KRNY,2015-05-15 04:00:00+00:00,1.3804,1.3804:1
WSFS,2015-05-19 04:00:00+00:00,3.0,3:1
CYRX,2015-05-19 04:00:00+00:00,0.0833333333333333,1:12
LXRX,2015-05-21 04:00:00+00:00,0.1428571428571428,1:7
PATK,2015-06-01 04:00:00+00:00,1.5,1.5:1
CIGI,2015-06-02 04:00:00+00:00,1.709,1.709:1
ROST,2015-06-12 04:00:00+00:00,2.0,2:1
IDXX,2015-06-16 04:00:00+00:00,2.0,2:1
PULM,2015-06-16 04:00:00+00:00,0.4,1:2.5
ANIX,2015-06-26 04:00:00+00:00,0.04,1:25
TRS,2015-07-01 04:00:00+00:00,1.255,1.255:1
LBTYA,2015-07-02 04:00:00+00:00,1.058,1.058:1
LBTYK,2015-07-02 04:00:00+00:00,1.073,1.073:1
CIIT,2015-07-02 04:00:00+00:00,0.4,1:2.5
BRTX,2015-07-07 04:00:00+00:00,0.05,1:20
NFLX,2015-07-15 04:00:00+00:00,7.0,7:1
EBAY,2015-07-20 04:00:00+00:00,2.376,2.376:1
USIO,2015-07-23 04:00:00+00:00,0.0666666666666666,1:15
ESEA,2015-07-23 04:00:00+00:00,0.1,1:10
VRME,2015-07-23 04:00:00+00:00,0.0117647058823529,1:85
AZN,2015-07-27 04:00:00+00:00,2.0,2:1
VIAV,2015-08-04 04:00:00+00:00,1.758,1.758:1
CENN,2015-08-10 04:00:00+00:00,0.025,1:40
RLMD,2015-08-12 04:00:00+00:00,0.2,1:5
ABVC,2015-08-13 04:00:00+00:00,0.0002,1:5000
GYRE,2015-08-21 04:00:00+00:00,0.1428571428571428,1:7
FBIZ,2015-08-31 04:00:00+00:00,2.0,2:1
GYRO,2015-09-01 04:00:00+00:00,0.09,1:11.11111111111111
ORKA,2015-09-04 04:00:00+00:00,0.1428571428571428,1:7
BUSE,2015-09-08 04:00:00+00:00,0.3333333333333333,1:3
AROW,2015-09-17 04:00:00+00:00,1.02,1.02:1
AKTX,2015-09-17 04:00:00+00:00,0.1,1:10
CHCI,2015-09-28 04:00:00+00:00,0.1428571428571428,1:7
NSPR,2015-10-01 04:00:00+00:00,0.1,1:10
ATRO,2015-10-06 04:00:00+00:00,1.15,1.15:1
AVXL,2015-10-07 04:00:00+00:00,0.25,1:4
SWKH,2015-10-07 04:00:00+00:00,0.1,1:10
OPXS,2015-10-07 04:00:00+00:00,0.001,1:1000
GRCE,2015-10-15 04:00:00+00:00,0.1,1:10
GMGI,2015-10-15 04:00:00+00:00,0.0005,1:2000
RYAAY,2015-10-28 04:00:00+00:00,0.975,1:1.0256410256410258
CBSH,2015-11-24 05:00:00+00:00,1.05,1.05:1
XWEL,2015-11-30 05:00:00+00:00,0.1,1:10
TCOM,2015-12-02 05:00:00+00:00,2.0,2:1
ENSG,2015-12-24 05:00:00+00:00,2.0,2:1
GRFS,2016-01-04 05:00:00+00:00,2.0,2:1
GEG,2016-01-06 05:00:00+00:00,0.0833333333333333,1:12
SHIP,2016-01-08 05:00:00+00:00,0.2,1:5
IZEA,2016-01-11 05:00:00+00:00,0.05,1:20
SINT,2016-01-25 05:00:00+00:00,0.0666666666666666,1:15
TROO,2016-01-25 05:00:00+00:00,0.25,1:4
OMEX,2016-02-22 05:00:00+00:00,0.0833333333333333,1:12
DOMH,2016-03-04 05:00:00+00:00,0.0526315789473684,1:19
CLRB,2016-03-07 05:00:00+00:00,0.1,1:10
FTFT,2016-03-16 04:00:00+00:00,0.125,1:8
GCBC,2016-03-16 04:00:00+00:00,2.0,2:1
NTRP,2016-03-17 04:00:00+00:00,0.01,1:100
ATHE,2016-03-24 04:00:00+00:00,0.1666666666666666,1:6
GMGI,2016-04-07 04:00:00+00:00,0.0006666666666666,1:1500
ABVC,2016-04-11 04:00:00+00:00,3.14,3.14:1
NAGE,2016-04-13 04:00:00+00:00,0.3333333333333333,1:3
LEDS,2016-04-18 04:00:00+00:00,0.1,1:10
FWONA,2016-04-18 04:00:00+00:00,1.423988,1.423988:1
PHIO,2016-04-18 04:00:00+00:00,0.1,1:10
EKSO,2016-05-05 04:00:00+00:00,0.1428571428571428,1:7
MBOT,2016-05-09 04:00:00+00:00,0.0833333333333333,1:12
CNVS,2016-05-10 04:00:00+00:00,0.1,1:10
PSTV,2016-05-12 04:00:00+00:00,0.0666666666666666,1:15
DLPN,2016-05-16 04:00:00+00:00,0.05,1:20
LNT,2016-05-20 04:00:00+00:00,2.0,2:1
BGMS,2016-05-31 04:00:00+00:00,0.0833333333333333,1:12
SYBT,2016-05-31 04:00:00+00:00,1.5,1.5:1
TRAW,2016-06-01 04:00:00+00:00,0.1,1:10
PSHG,2016-06-09 04:00:00+00:00,0.125,1:8
AVNW,2016-06-14 04:00:00+00:00,0.0833333333333333,1:12
AMTX,2016-06-15 04:00:00+00:00,4.0,4:1
ERNA,2016-06-17 04:00:00+00:00,0.02,1:50
SBLK,2016-06-20 04:00:00+00:00,0.2,1:5
LBTYA,2016-06-21 04:00:00+00:00,1.146,1.146:1
LBTYK,2016-06-21 04:00:00+00:00,1.152,1.152:1
SSNC,2016-06-27 04:00:00+00:00,2.0,2:1
FVCB,2016-07-01 04:00:00+00:00,1.25,1.25:1
ACLS,2016-07-01 04:00:00+00:00,0.25,1:4
USAU,2016-07-11 04:00:00+00:00,0.3333333333333333,1:3
ABTS,2016-07-12 04:00:00+00:00,0.5,1:2
LTBR,2016-07-20 04:00:00+00:00,0.2,1:5
MDGL,2016-07-25 04:00:00+00:00,0.0285714285714285,1:35
CLPT,2016-07-27 04:00:00+00:00,0.025,1:40
LSTA,2016-07-28 04:00:00+00:00,0.1,1:10
VSEC,2016-08-04 04:00:00+00:00,2.0,2:1
LKFN,2016-08-08 04:00:00+00:00,1.5,1.5:1
CRVO,2016-08-19 04:00:00+00:00,0.1,1:10
CNET,2016-08-19 04:00:00+00:00,0.4,1:2.5
ATEC,2016-08-25 04:00:00+00:00,0.0833333333333333,1:12
ATOS,2016-08-26 04:00:00+00:00,0.0666666666666666,1:15
HYFT,2016-09-02 04:00:00+00:00,0.3333333333333333,1:3
UNTY,2016-09-13 04:00:00+00:00,1.1,1.1:1
DRS,2016-09-14 04:00:00+00:00,0.5,1:2
IPDN,2016-09-27 04:00:00+00:00,0.125,1:8
HON,2016-10-03 04:00:00+00:00,1.0053282396702523,1.0053282396702523:1
CAC,2016-10-03 04:00:00+00:00,1.5,1.5:1
UBFO,2016-10-05 04:00:00+00:00,1.01,1.01:1
ATRO,2016-10-06 04:00:00+00:00,1.15,1.15:1
SNGX,2016-10-07 04:00:00+00:00,0.1,1:10
NSPR,2016-10-10 04:00:00+00:00,0.04,1:25
XOMA,2016-10-18 04:00:00+00:00,0.05,1:20
GLBS,2016-10-20 04:00:00+00:00,0.25,1:4
VTSI,2016-10-20 04:00:00+00:00,0.1,1:10
IMOS,2016-10-31 04:00:00+00:00,1.0689470871191875,1.0689470871191875:1
VRDN,2016-11-07 05:00:00+00:00,0.0666666666666666,1:15
MNST,2016-11-10 05:00:00+00:00,3.0,3:1
SLS,2016-11-14 05:00:00+00:00,0.05,1:20
HBNC,2016-11-15 05:00:00+00:00,1.5,1.5:1
PAGP,2016-11-16 05:00:00+00:00,0.375,1:2.6666666666666665
RCAT,2016-11-22 05:00:00+00:00,0.1,1:10
RILY,2016-11-25 05:00:00+00:00,1.01,1.01:1
MBOT,2016-11-29 05:00:00+00:00,0.1111111111111111,1:9
IMMP,2016-12-28 05:00:00+00:00,0.3,1:3.3333333333333335
BKYI,2016-12-29 05:00:00+00:00,0.0833333333333333,1:12
IPM,2017-01-06 05:00:00+00:00,0.0285714285714285,1:35
GMGI,2017-01-09 05:00:00+00:00,0.0066666666666666,1:150
PALI,2017-01-09 05:00:00+00:00,0.0769230769230769,1:13
CODA,2017-01-11 05:00:00+00:00,0.0714285714285714,1:14
NUWE,2017-01-13 05:00:00+00:00,0.0333333333333333,1:30
FFWM,2017-01-19 05:00:00+00:00,2.0,2:1
GREE,2017-01-20 05:00:00+00:00,0.3333333333333333,1:3
XTLB,2017-02-10 05:00:00+00:00,0.2,1:5
GYRE,2017-02-13 05:00:00+00:00,0.0666666666666666,1:15
NTRP,2017-02-15 05:00:00+00:00,0.5,1:2
BTCS,2017-02-15 05:00:00+00:00,0.0166666666666666,1:60
PRSO,2017-02-16 05:00:00+00:00,0.1,1:10
CMCSA,2017-02-21 05:00:00+00:00,2.0,2:1
XTIA,2017-03-01 05:00:00+00:00,0.0666666666666666,1:15
RGCO,2017-03-02 05:00:00+00:00,1.5,1.5:1
MNKD,2017-03-03 05:00:00+00:00,0.2,1:5
HNNA,2017-03-07 05:00:00+00:00,1.5,1.5:1
SSBI,2017-03-15 04:00:00+00:00,1.25,1.25:1
TNXP,2017-03-17 04:00:00+00:00,0.1,1:10
WHLR,2017-04-03 04:00:00+00:00,0.125,1:8
PLUS,2017-04-03 04:00:00+00:00,2.0,2:1
UBFO,2017-04-05 04:00:00+00:00,1.01,1.01:1
CIIT,2017-04-06 04:00:00+00:00,0.025,1:40
SSKN,2017-04-07 04:00:00+00:00,0.2,1:5
CPRT,2017-04-11 04:00:00+00:00,2.0,2:1
PPCB,2017-04-20 04:00:00+00:00,0.004,1:250
GABC,2017-04-24 04:00:00+00:00,1.5,1.5:1
PKBK,2017-05-03 04:00:00+00:00,1.1,1.1:1
IRD,2017-05-05 04:00:00+00:00,0.1,1:10
USAU,2017-05-08 04:00:00+00:00,0.25,1:4
COFS,2017-05-08 04:00:00+00:00,1.05,1.05:1
SAVA,2017-05-10 04:00:00+00:00,0.1428571428571428,1:7
ELDN,2017-05-11 04:00:00+00:00,0.1111111111111111,1:9
IMNN,2017-05-30 04:00:00+00:00,0.0714285714285714,1:14
CTXR,2017-06-09 04:00:00+00:00,0.0666666666666666,1:15
BLNE,2017-06-15 04:00:00+00:00,0.3333333333333333,1:3
PSHG,2017-07-05 04:00:00+00:00,0.1428571428571428,1:7
MRTN,2017-07-10 04:00:00+00:00,1.6666666666666667,1.6666666666666667:1
ANY,2017-07-12 04:00:00+00:00,0.04,1:25
KZIA,2017-07-14 04:00:00+00:00,0.25,1:4
DARE,2017-07-20 04:00:00+00:00,0.1,1:10
BLIN,2017-07-25 04:00:00+00:00,0.2,1:5
PSHG,2017-07-27 04:00:00+00:00,0.1666666666666666,1:6
ACHV,2017-08-03 04:00:00+00:00,0.0909090909090909,1:11
SEVN,2017-08-17 04:00:00+00:00,1.039,1.039:1
PSHG,2017-08-24 04:00:00+00:00,0.1428571428571428,1:7
SYBX,2017-08-28 04:00:00+00:00,0.1428571428571428,1:7
JMSB,2017-09-06 04:00:00+00:00,1.25,1.25:1
HSIC,2017-09-15 04:00:00+00:00,2.0,2:1
DLPN,2017-09-18 04:00:00+00:00,0.5,1:2
NWFL,2017-09-18 04:00:00+00:00,1.5,1.5:1
AROW,2017-09-19 04:00:00+00:00,1.03,1.03:1
FMAO,2017-09-21 04:00:00+00:00,2.0,2:1
PSHG,2017-09-25 04:00:00+00:00,0.3333333333333333,1:3
FVCB,2017-09-26 04:00:00+00:00,1.25,1.25:1
FVCB,2017-09-29 04:00:00+00:00,1.5,1.5:1
FDBC,2017-09-29 04:00:00+00:00,1.5,1.5:1
SLNO,2017-10-06 04:00:00+00:00,0.2,1:5
ISRG,2017-10-06 04:00:00+00:00,3.0,3:1
NUWE,2017-10-13 04:00:00+00:00,0.05,1:20
ASTC,2017-10-16 04:00:00+00:00,0.2,1:5
LVO,2017-10-17 04:00:00+00:00,0.3333333333333333,1:3
VNCE,2017-10-24 04:00:00+00:00,0.1,1:10
MARA,2017-10-30 04:00:00+00:00,0.25,1:4
PSHG,2017-11-02 04:00:00+00:00,0.1428571428571428,1:7
BCDA,2017-11-03 04:00:00+00:00,0.0833333333333333,1:12
UFPI,2017-11-15 05:00:00+00:00,3.0,3:1
ARCT,2017-11-16 05:00:00+00:00,0.1428571428571428,1:7
COSM,2017-11-21 05:00:00+00:00,0.1,1:10
ELTK,2017-11-22 05:00:00+00:00,0.2,1:5
PEBK,2017-12-01 05:00:00+00:00,1.1,1.1:1
CASS,2017-12-04 05:00:00+00:00,1.1,1.1:1
CGNX,2017-12-04 05:00:00+00:00,2.0,2:1
FGBI,2017-12-07 05:00:00+00:00,1.1,1.1:1
HQI,2017-12-08 05:00:00+00:00,0.0833333333333333,1:12
PCSA,2017-12-08 05:00:00+00:00,0.1428571428571428,1:7
PATK,2017-12-11 05:00:00+00:00,1.5,1.5:1
PMTS,2017-12-20 05:00:00+00:00,0.2,1:5
AEC,2017-12-27 05:00:00+00:00,0.1,1:10
NEOG,2018-01-02 05:00:00+00:00,1.333,1.333:1
SLS,2018-01-02 05:00:00+00:00,0.0333333333333333,1:30
RCKT,2018-01-05 05:00:00+00:00,0.25,1:4
PHIO,2018-01-08 05:00:00+00:00,0.1,1:10
SNFCA,2018-01-11 05:00:00+00:00,1.05,1.05:1
HSDT,2018-01-23 05:00:00+00:00,0.2,1:5
RKDA,2018-01-24 05:00:00+00:00,0.05,1:20
COCP,2018-01-24 05:00:00+00:00,0.0333333333333333,1:30
XTIA,2018-02-06 05:00:00+00:00,0.0333333333333333,1:30
SFNC,2018-02-09 05:00:00+00:00,2.0,2:1
VXRT,2018-02-14 05:00:00+00:00,0.0909090909090909,1:11
OBT,2018-02-26 05:00:00+00:00,2.0,2:1
TENX,2018-02-26 05:00:00+00:00,0.05,1:20
VTSI,2018-03-02 05:00:00+00:00,0.5,1:2
VABK,2018-04-02 04:00:00+00:00,1.05,1.05:1
CHEK,2018-04-04 04:00:00+00:00,0.0833333333333333,1:12
TBCH,2018-04-09 04:00:00+00:00,0.25,1:4
ATOS,2018-04-20 04:00:00+00:00,0.0833333333333333,1:12
DTSS,2018-05-01 04:00:00+00:00,0.3333333333333333,1:3
GMAB,2018-05-01 04:00:00+00:00,5.0,5:1
NCTY,2018-05-09 04:00:00+00:00,0.3333333333333333,1:3
COFS,2018-05-09 04:00:00+00:00,1.05,1.05:1
DWSN,2018-05-11 04:00:00+00:00,1.05,1.05:1
OPRX,2018-05-14 04:00:00+00:00,0.3333333333333333,1:3
PSTV,2018-05-24 04:00:00+00:00,0.1,1:10
ACHV,2018-05-24 04:00:00+00:00,0.1,1:10
HTHT,2018-05-25 04:00:00+00:00,4.0,4:1
ONCY,2018-05-25 04:00:00+00:00,0.1052631578947368,1:9.500000000000004
JCTC,2018-05-29 04:00:00+00:00,2.0,2:1
CRIS,2018-05-30 04:00:00+00:00,0.2,1:5
JAGX,2018-06-01 04:00:00+00:00,0.0666666666666666,1:15
CRDF,2018-06-04 04:00:00+00:00,0.0833333333333333,1:12
IBIO,2018-06-11 04:00:00+00:00,0.1,1:10
HWBK,2018-06-14 04:00:00+00:00,1.04,1.04:1
CZFS,2018-06-14 04:00:00+00:00,1.01,1.01:1
HBNC,2018-06-18 04:00:00+00:00,1.5,1.5:1
ACGL,2018-06-21 04:00:00+00:00,3.0,3:1
QUBT,2018-07-03 04:00:00+00:00,0.005,1:200
SEED,2018-07-10 04:00:00+00:00,0.1,1:10
CLRB,2018-07-17 04:00:00+00:00,0.1,1:10
AEYE,2018-08-08 04:00:00+00:00,0.04,1:25
CFBK,2018-08-21 04:00:00+00:00,0.181,1:5.524861878453039
EDUC,2018-08-23 04:00:00+00:00,2.0,2:1
PERI,2018-08-27 04:00:00+00:00,0.3333333333333333,1:3
GRVY,2018-08-28 04:00:00+00:00,2.0,2:1
MBOT,2018-09-05 04:00:00+00:00,0.0666666666666666,1:15
STEX,2018-09-11 04:00:00+00:00,0.4,1:2.5
ALT,2018-09-14 04:00:00+00:00,0.0333333333333333,1:30
AROW,2018-09-18 04:00:00+00:00,1.03,1.03:1
TRAW,2018-09-26 04:00:00+00:00,0.0666666666666666,1:15
NEON,2018-10-01 04:00:00+00:00,0.1,1:10
HON,2018-10-01 04:00:00+00:00,1.011,1.011:1
ATRO,2018-10-11 04:00:00+00:00,1.182,1.182:1
SHOO,2018-10-12 04:00:00+00:00,1.5,1.5:1
GLBS,2018-10-15 04:00:00+00:00,0.1,1:10
LMFA,2018-10-16 04:00:00+00:00,0.1,1:10
HON,2018-10-29 04:00:00+00:00,1.032,1.032:1
CREX,2018-10-31 04:00:00+00:00,0.0333333333333333,1:30
XTIA,2018-11-02 04:00:00+00:00,0.025,1:40
ANY,2018-11-06 05:00:00+00:00,0.125,1:8
QCLS,2018-11-08 05:00:00+00:00,0.125,1:8
DMAC,2018-11-15 05:00:00+00:00,0.05,1:20
TNXP,2018-11-28 05:00:00+00:00,0.1,1:10
CBSH,2018-11-29 05:00:00+00:00,1.05,1.05:1
MFIC,2018-12-03 05:00:00+00:00,0.3333333333333333,1:3
CASS,2018-12-03 05:00:00+00:00,1.2,1.2:1
BGC,2018-12-03 05:00:00+00:00,1.555,1.555:1
TPST,2018-12-10 05:00:00+00:00,0.0666666666666666,1:15
CRVO,2018-12-14 05:00:00+00:00,0.0666666666666666,1:15
QIPT,2018-12-31 05:00:00+00:00,0.2,1:5
ATXS,2018-12-31 05:00:00+00:00,0.1,1:10
NTGR,2019-01-02 05:00:00+00:00,1.612,1.612:1
NUWE,2019-01-03 05:00:00+00:00,0.0714285714285714,1:14
SNFCA,2019-01-10 05:00:00+00:00,1.05,1.05:1
CHDN,2019-01-28 05:00:00+00:00,3.0,3:1
WORX,2019-02-04 05:00:00+00:00,0.0526315789473684,1:19
TONX,2019-02-04 05:00:00+00:00,0.0666666666666666,1:15
PULM,2019-02-06 05:00:00+00:00,0.1,1:10
HSIC,2019-02-08 05:00:00+00:00,1.275,1.275:1
CLDX,2019-02-11 05:00:00+00:00,0.0666666666666666,1:15
CRDF,2019-02-20 05:00:00+00:00,0.1666666666666666,1:6
XWEL,2019-02-25 05:00:00+00:00,0.05,1:20
XFOR,2019-03-14 04:00:00+00:00,0.1666666666666666,1:6
OTLK,2019-03-18 04:00:00+00:00,0.125,1:8
SHIP,2019-03-20 04:00:00+00:00,0.0666666666666666,1:15
CRMD,2019-03-26 04:00:00+00:00,0.2,1:5
CCEC,2019-03-28 04:00:00+00:00,0.1428571428571428,1:7
WKSP,2019-03-29 04:00:00+00:00,0.1666666666666666,1:6
LFWD,2019-04-01 04:00:00+00:00,0.04,1:25
NSPR,2019-04-01 04:00:00+00:00,0.02,1:50
ORKA,2019-04-04 04:00:00+00:00,0.0555555555555555,1:18
MARA,2019-04-08 04:00:00+00:00,0.25,1:4
BDRX,2019-04-08 04:00:00+00:00,0.1,1:10
LIQT,2019-04-09 04:00:00+00:00,0.25,1:4
BTCS,2019-04-10 04:00:00+00:00,0.0333333333333333,1:30
YDKG,2019-04-11 04:00:00+00:00,0.2,1:5
IRD,2019-04-12 04:00:00+00:00,0.0833333333333333,1:12
IMUX,2019-04-15 04:00:00+00:00,0.025,1:40
BEEM,2019-04-16 04:00:00+00:00,0.02,1:50
OBLG,2019-04-18 04:00:00+00:00,0.1,1:10
ABTS,2019-04-22 04:00:00+00:00,0.2,1:5
PRPO,2019-04-29 04:00:00+00:00,0.0666666666666666,1:15
BLIN,2019-05-02 04:00:00+00:00,0.02,1:50
HURA,2019-05-08 04:00:00+00:00,0.1,1:10
ABVC,2019-05-08 04:00:00+00:00,0.0555555555555555,1:18
SMTI,2019-05-10 04:00:00+00:00,0.01,1:100
DOMH,2019-05-10 04:00:00+00:00,0.235,1:4.25531914893617
VBIX,2019-05-20 04:00:00+00:00,0.0666666666666666,1:15
FAST,2019-05-23 04:00:00+00:00,2.0,2:1
FFIN,2019-06-04 04:00:00+00:00,2.0,2:1
CAPR,2019-06-05 04:00:00+00:00,0.1,1:10
BCDA,2019-06-06 04:00:00+00:00,0.1111111111111111,1:9
JAGX,2019-06-07 04:00:00+00:00,0.0142857142857142,1:70
AIRT,2019-06-11 04:00:00+00:00,1.5,1.5:1
NITO,2019-06-13 04:00:00+00:00,0.0666666666666666,1:15
PPCB,2019-06-24 04:00:00+00:00,0.002,1:500
XBIO,2019-06-25 04:00:00+00:00,0.0833333333333333,1:12
ATYR,2019-07-01 04:00:00+00:00,0.0714285714285714,1:14
NTIC,2019-07-01 04:00:00+00:00,2.0,2:1
NEPH,2019-07-10 04:00:00+00:00,0.1111111111111111,1:9
BLRX,2019-07-15 04:00:00+00:00,0.0666666666666666,1:15
PALI,2019-07-18 04:00:00+00:00,0.05,1:20
SLRX,2019-07-22 04:00:00+00:00,0.04,1:25
SINT,2019-07-29 04:00:00+00:00,0.0333333333333333,1:30
RCAT,2019-08-01 04:00:00+00:00,0.0008333333333333,1:1200
PSTV,2019-08-06 04:00:00+00:00,0.02,1:50
IPWR,2019-08-20 04:00:00+00:00,0.1,1:10
NIXX,2019-08-22 04:00:00+00:00,0.0125,1:80
SPSC,2019-08-23 04:00:00+00:00,2.0,2:1
PRSO,2019-08-28 04:00:00+00:00,0.05,1:20
KPRX,2019-08-30 04:00:00+00:00,0.0666666666666666,1:15
CMCT,2019-09-03 04:00:00+00:00,0.3333333333333333,1:3
CAPS,2019-09-10 04:00:00+00:00,0.001,1:1000
SATS,2019-09-11 04:00:00+00:00,1.234,1.234:1
AROW,2019-09-16 04:00:00+00:00,1.03,1.03:1
OCGN,2019-09-30 04:00:00+00:00,0.0166666666666666,1:60
RLMD,2019-09-30 04:00:00+00:00,0.25,1:4
ENSG,2019-10-01 04:00:00+00:00,1.069,1.069:1
NEXM,2019-10-04 04:00:00+00:00,0.1,1:10
AEMD,2019-10-15 04:00:00+00:00,0.0666666666666666,1:15
QNTM,2019-10-16 04:00:00+00:00,0.0049751243781094,1:201
LTBR,2019-10-21 04:00:00+00:00,0.0833333333333333,1:12
ALAR,2019-10-21 04:00:00+00:00,0.05,1:20
NNDM,2019-10-22 04:00:00+00:00,0.1,1:10
QNRX,2019-10-23 04:00:00+00:00,0.2,1:5
DOMH,2019-10-28 04:00:00+00:00,1.113,1.113:1
TLSA,2019-10-29 04:00:00+00:00,2.0,2:1
TNXP,2019-11-01 04:00:00+00:00,0.1,1:10
VERO,2019-11-08 05:00:00+00:00,0.0666666666666666,1:15
SLS,2019-11-08 05:00:00+00:00,0.02,1:50
OLB,2019-11-12 05:00:00+00:00,0.0333333333333333,1:30
MBCN,2019-11-12 05:00:00+00:00,2.0,2:1
MYSZ,2019-11-19 05:00:00+00:00,0.0666666666666666,1:15
QCLS,2019-11-25 05:00:00+00:00,0.0416666666666666,1:24
ENVB,2019-11-25 05:00:00+00:00,0.04,1:25
FGBI,2019-12-06 05:00:00+00:00,1.1,1.1:1
CLSK,2019-12-11 05:00:00+00:00,0.1,1:10
ESEA,2019-12-19 05:00:00+00:00,0.125,1:8
CENN,2019-12-20 05:00:00+00:00,0.01,1:100
NVFY,2019-12-23 05:00:00+00:00,0.2,1:5
PCSA,2019-12-23 05:00:00+00:00,0.1428571428571428,1:7
DCTH,2019-12-24 05:00:00+00:00,0.0014285714285714,1:700
MTVA,2019-12-31 05:00:00+00:00,0.04,1:25
BCTX,2020-01-02 05:00:00+00:00,0.0033333333333333,1:300
VANI,2020-01-06 05:00:00+00:00,0.125,1:8
XTIA,2020-01-07 05:00:00+00:00,0.0222222222222222,1:45
TARA,2020-01-10 05:00:00+00:00,0.025,1:40
PHIO,2020-01-15 05:00:00+00:00,0.0181818181818181,1:55
GURE,2020-01-28 05:00:00+00:00,0.2,1:5
OPCH,2020-02-03 05:00:00+00:00,0.25,1:4
SNES,2020-02-05 05:00:00+00:00,0.05,1:20
SGBX,2020-02-06 05:00:00+00:00,0.05,1:20
PKBK,2020-02-14 05:00:00+00:00,1.1,1.1:1
SOWG,2020-02-21 05:00:00+00:00,0.0033333333333333,1:300
PROP,2020-02-27 05:00:00+00:00,0.05,1:20
BDRX,2020-03-03 05:00:00+00:00,0.2,1:5
USAU,2020-03-20 04:00:00+00:00,0.1,1:10
EKSO,2020-03-25 04:00:00+00:00,0.0666666666666666,1:15
SONN,2020-04-02 04:00:00+00:00,0.0384615384615384,1:26
DVLT,2020-04-09 04:00:00+00:00,0.05,1:20
GBDC,2020-04-13 04:00:00+00:00,1.021,1.021:1
BGMS,2020-04-15 04:00:00+00:00,0.05,1:20
ACB,2020-05-11 04:00:00+00:00,0.0833333333333333,1:12
RDNW,2020-05-20 04:00:00+00:00,0.05,1:20
RAND,2020-05-22 04:00:00+00:00,0.1111111111111111,1:9
QLGN,2020-05-26 04:00:00+00:00,0.04,1:25
ATON,2020-06-04 04:00:00+00:00,0.01,1:100
SOBR,2020-06-08 04:00:00+00:00,0.03,1:33.333333333333336
XWEL,2020-06-11 04:00:00+00:00,0.3333333333333333,1:3
GRPN,2020-06-11 04:00:00+00:00,0.05,1:20
EFOI,2020-06-12 04:00:00+00:00,0.2,1:5
ICMB,2020-06-18 04:00:00+00:00,1.007,1.007:1
VRME,2020-06-18 04:00:00+00:00,0.02,1:50
GMGI,2020-06-26 04:00:00+00:00,0.0066666666666666,1:150
SHIP,2020-06-30 04:00:00+00:00,0.0625,1:16
RCEL,2020-06-30 04:00:00+00:00,0.2,1:5
ODP,2020-07-01 04:00:00+00:00,0.1,1:10
